date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:57:43	69683/69683	---M--	200	added ('OK')	image/jpeg	etag:%2231d1ee2dd374518890e02e8ead772d20%22	https://go-tailwind.preview.uideck.com/src/images/team/image-3.jpg	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/src/images/team/image-3.jpg	(from https://go-tailwind.preview.uideck.com/)
16:57:44	67926/67926	---M--	200	added ('OK')	image/jpeg	etag:%22ba79eae3933b543ea0478c4553b76e6b%22	https://go-tailwind.preview.uideck.com/src/images/portfolio/image-1.jpg	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/src/images/portfolio/image-1.jpg	(from https://go-tailwind.preview.uideck.com/)
16:57:45	84824/84824	---M--	200	added ('OK')	image/jpeg	etag:%22b80cbe769ef609c2c2140e1e4819df51%22	https://go-tailwind.preview.uideck.com/src/images/portfolio/image-2.jpg	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/src/images/portfolio/image-2.jpg	(from https://go-tailwind.preview.uideck.com/)
16:57:45	22571/22571	---M--	200	added ('OK')	image/jpeg	etag:%2222a8a8188c109816c6ba4ffdc5c5d0a2%22	https://go-tailwind.preview.uideck.com/src/images/portfolio/image-3.jpg	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/src/images/portfolio/image-3.jpg	(from https://go-tailwind.preview.uideck.com/)
16:57:45	67126/67126	---M--	200	added ('OK')	image/jpeg	etag:%22eb93514b7bf925464f71b9f792d6b0de%22	https://go-tailwind.preview.uideck.com/src/images/portfolio/image-4.jpg	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/src/images/portfolio/image-4.jpg	(from https://go-tailwind.preview.uideck.com/)
16:57:46	6965/6965	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22437f1e61a8d37a78f3aab086dee48a30%22	https://go-tailwind.preview.uideck.com/src/images/brands/uideck.svg	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/src/images/brands/uideck.svg	(from https://go-tailwind.preview.uideck.com/)
16:57:46	86920/86920	---M--	200	added ('OK')	image/jpeg	etag:%2267b43b7b18d086655dc31554d74faaf0%22	https://go-tailwind.preview.uideck.com/src/images/testimonial/image-1.jpg	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/src/images/testimonial/image-1.jpg	(from https://go-tailwind.preview.uideck.com/)
16:57:47	7042/7042	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d99209891cdf657de12325223b2a7c89%22	https://go-tailwind.preview.uideck.com/src/images/brands/uideck-2.svg	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/src/images/brands/uideck-2.svg	(from https://go-tailwind.preview.uideck.com/)
16:57:48	6509/6509	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c3ebb338fa091e8522f80de12159b9b3%22	https://go-tailwind.preview.uideck.com/src/images/brands/tailadmin.svg	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/src/images/brands/tailadmin.svg	(from https://go-tailwind.preview.uideck.com/)
16:57:49	6493/6493	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223065a52e5f7cc985f442b6a08cd1d68b%22	https://go-tailwind.preview.uideck.com/src/images/brands/tailadmin-2.svg	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/src/images/brands/tailadmin-2.svg	(from https://go-tailwind.preview.uideck.com/)
16:57:50	12860/12860	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263f2aaed5f088c525944920e0a517606%22	https://go-tailwind.preview.uideck.com/src/images/brands/graygrids.svg	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/src/images/brands/graygrids.svg	(from https://go-tailwind.preview.uideck.com/)
16:57:50	13246/13246	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b71b526b8378435e10dc3591d7d0707c%22	https://go-tailwind.preview.uideck.com/src/images/brands/graygrids-2.svg	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/src/images/brands/graygrids-2.svg	(from https://go-tailwind.preview.uideck.com/)
16:57:52	4198/4198	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263fa0b3d57a663a27a231ac4b114719b%22	https://go-tailwind.preview.uideck.com/src/images/brands/lineicons.svg	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/src/images/brands/lineicons.svg	(from https://go-tailwind.preview.uideck.com/)
16:57:52	4390/4390	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22670e580683f572570d41c8738d47280a%22	https://go-tailwind.preview.uideck.com/src/images/brands/lineicons-2.svg	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/src/images/brands/lineicons-2.svg	(from https://go-tailwind.preview.uideck.com/)
16:57:53	8181/8181	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d0bf41c828bbd896a4b7ce46b5d823f2%22	https://go-tailwind.preview.uideck.com/src/images/brands/plainadmin.svg	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/src/images/brands/plainadmin.svg	(from https://go-tailwind.preview.uideck.com/)
16:57:54	8369/8369	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2204de5bc4ce5ee2d4686b79178564f701%22	https://go-tailwind.preview.uideck.com/src/images/brands/plainadmin-2.svg	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/src/images/brands/plainadmin-2.svg	(from https://go-tailwind.preview.uideck.com/)
16:57:56	83884/83884	---M--	200	added ('OK')	image/jpeg	etag:%227cce68a447ee54ea6077012415dcfc43%22	https://go-tailwind.preview.uideck.com/src/images/blog/image-1.jpg	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/src/images/blog/image-1.jpg	(from https://go-tailwind.preview.uideck.com/)
16:57:57	87375/87375	---M--	200	added ('OK')	image/jpeg	etag:%227f3d9d7bc9a05270ae8a119b2059e848%22	https://go-tailwind.preview.uideck.com/src/images/blog/image-2.jpg	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/src/images/blog/image-2.jpg	(from https://go-tailwind.preview.uideck.com/)
16:57:57	4716/4716	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2026%20Apr%202026%2013:57:58%20GMT	https://go-tailwind.preview.uideck.com/cdn-cgi/l/email-protection	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/cdn-cgi/l/email-protection	(from https://go-tailwind.preview.uideck.com/)
16:57:57	115050/115050	---M--	200	added ('OK')	image/jpeg	etag:%222e211cfef0db749550aeac67b8d1c1e8%22	https://go-tailwind.preview.uideck.com/src/images/blog/image-3.jpg	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/src/images/blog/image-3.jpg	(from https://go-tailwind.preview.uideck.com/)
16:57:58	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2026%20Apr%202026%2013:57:59%20GMT	https://go-tailwind.preview.uideck.com/index.html	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/index-2.html	(from https://go-tailwind.preview.uideck.com/)
16:57:58	1239/1239	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2026%20Apr%202026%2013:57:59%20GMT	https://go-tailwind.preview.uideck.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://go-tailwind.preview.uideck.com/)
16:57:59	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2026%20Apr%202026%2013:58:00%20GMT	https://go-tailwind.preview.uideck.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	(from https://go-tailwind.preview.uideck.com/)
16:57:59	236887/236887	---MCZ	200	added ('OK')	application/javascript	etag:W/%22874aafa470c50eeec98ab1eee8eb1a93%22	https://go-tailwind.preview.uideck.com/bundle.js	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/bundle.js	(from https://go-tailwind.preview.uideck.com/)
16:57:59	22031/22031	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2026%20Apr%202026%2013:58:00%20GMT	https://go-tailwind.preview.uideck.com/cdn-cgi/challenge-platform/h/g/scripts/jsd/a80f1640690f/main.js?	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/cdn-cgi/challenge-platform/h/g/scripts/jsd/a80f1640690f/maind41d.js	(from https://go-tailwind.preview.uideck.com/)
16:58:00	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2026%20Apr%202026%2013:58:01%20GMT	https://go-tailwind.preview.uideck.com/index.html	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/index-2.html	(from https://go-tailwind.preview.uideck.com/blog-grids)
16:58:01	88892/88892	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c7fa84fa7a4743439d10564e8ad6c010%22	https://go-tailwind.preview.uideck.com/src/images/NoisePattern.svg	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/src/images/NoisePattern.svg	(from https://go-tailwind.preview.uideck.com/style.css)
16:58:01	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2026%20Apr%202026%2013:58:02%20GMT	https://go-tailwind.preview.uideck.com/index.html	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/index-2.html	(from https://go-tailwind.preview.uideck.com/blog-grids)
16:58:01	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2026%20Apr%202026%2013:58:02%20GMT	https://go-tailwind.preview.uideck.com/index.html	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/index-2.html	(from https://go-tailwind.preview.uideck.com/blog-details)
16:58:03	36025/36025	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2026%20Apr%202026%2013:58:03%20GMT	https://go-tailwind.preview.uideck.com/%22./images/blog/blog-details.jpg%22	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/_/images/blog/blog-details.jpg_	(from https://go-tailwind.preview.uideck.com/blog-details)
16:58:03	36025/36025	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2026%20Apr%202026%2013:58:04%20GMT	https://go-tailwind.preview.uideck.com/%22./images/blog/NoisePatern.svg%22	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/_/images/blog/NoisePatern.svg_	(from https://go-tailwind.preview.uideck.com/blog-details)
16:58:04	4035/4035	---M--	200	added ('OK')	image/png	etag:%222bd2c196e1cbecfbcbd82d118c17746a%22	https://go-tailwind.preview.uideck.com/src/images/blog/author.png	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/src/images/blog/author.png	(from https://go-tailwind.preview.uideck.com/blog-details)
16:58:05	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2026%20Apr%202026%2013:58:06%20GMT	https://go-tailwind.preview.uideck.com/index.html	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/index-2.html	(from https://go-tailwind.preview.uideck.com/blog-details)
16:58:06	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2026%20Apr%202026%2013:58:07%20GMT	https://go-tailwind.preview.uideck.com/index.html	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/index-2.html	(from https://go-tailwind.preview.uideck.com/404)
16:58:07	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2026%20Apr%202026%2013:58:07%20GMT	https://go-tailwind.preview.uideck.com/index.html	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/index-2.html	(from https://go-tailwind.preview.uideck.com/404)
16:58:08	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2026%20Apr%202026%2013:58:08%20GMT	https://go-tailwind.preview.uideck.com/index.html	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/index-2.html	(from https://go-tailwind.preview.uideck.com/404)
16:58:11	239820/239820	---M--	200	added ('OK')	image/jpeg	etag:%2215209ca939dd7db26b2356dc913e6fde%22	https://go-tailwind.preview.uideck.com/src/images/blog/blog-details-2.jpg	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/src/images/blog/blog-details-2.jpg	(from https://go-tailwind.preview.uideck.com/blog-details)
16:58:11	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2026%20Apr%202026%2013:58:09%20GMT	https://go-tailwind.preview.uideck.com/index.html	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/index-2.html	(from https://go-tailwind.preview.uideck.com/signin)
16:58:11	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2026%20Apr%202026%2013:58:12%20GMT	https://go-tailwind.preview.uideck.com/index.html	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/index-2.html	(from https://go-tailwind.preview.uideck.com/signin)
16:58:12	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2026%20Apr%202026%2013:58:13%20GMT	https://go-tailwind.preview.uideck.com/index.html	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/index-2.html	(from https://go-tailwind.preview.uideck.com/signup)
16:58:12	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Sun,%2026%20Apr%202026%2013:58:13%20GMT	https://go-tailwind.preview.uideck.com/index.html	C:/My%20Web%20Sites/lighttolife/go-tailwind.preview.uideck.com/index-2.html	(from https://go-tailwind.preview.uideck.com/signup)
